car_id,car_name,airbags,aircon,doors,groups,seats,transmission,mileage,rental_price_per_day
728723191,Fiat 500,1,1,4,Mini,5,Manual,200 miles per rental,75.0
691529366,Kia Rio,1,1,4,Economy,5,Manual,200 miles per rental,85.62
691529536,Kia Stonic,1,1,4,Compact,5,Manual,200 miles per rental,95.56
691529351,Seat Leon,1,1,4,Compact,5,Manual,200 miles per rental,90.64
691529441,Honda CR-V,1,1,4,Intermediate,5,Manual,200 miles per rental,109.6
728723216,Volkswagen Golf,1,1,4,Compact,5,Manual,200 miles per rental,90.62
699298791,Nissan Qashqai,1,1,4,Intermediate,5,Manual,400 miles per rental,112.16
738669556,Nissan Qashqai   ,1,1,4,Intermediate,5,Manual,Unlimited mileage,114.3
691529431,Ford Mondeo,1,1,5,Standard,5,Manual,200 miles per rental,107.91
745686606,Kia Sportage,1,1,5,Standard,5,Manual,Unlimited mileage,125.64
699254971,Vauxhall Corsa,1,1,4,Economy,5,Manual,400 miles per rental,93.83
712385081,Nissan Qashqai   ,1,1,4,Intermediate,5,Manual,Unlimited mileage,151.68
740439691,Polestar 2,1,1,5,Premium,5,Automatic,600 miles per rental,118.3
738651026,Vauxhall Crossland X,1,1,4,Compact,5,Manual,Unlimited mileage,117.35
739391166,Peugeot 2008,1,1,4,Compact,5,Manual,Unlimited mileage,131.98
672007301,Vauxhall Crossland X,1,1,4,Compact,5,Manual,Unlimited mileage,131.98
673966761,Peugeot 2008,1,1,4,Compact,5,Manual,Unlimited mileage,131.98
728723201,Ford Fiesta,1,1,4,Economy,5,Manual,200 miles per rental,87.5
537142658,Vauxhall Corsa,1,1,2,Economy,4,Manual,Unlimited mileage,102.91
712319871,Ford Focus,1,1,4,Compact,5,Manual,Unlimited mileage,117.01
738750416,Vauxhall Crossland X,1,1,4,Compact,5,Manual,400 miles per rental,115.16
728723226,Volkswagen Passat,1,1,4,Standard,5,Manual,200 miles per rental,106.25
710800766,Citroen C3 Aircross,1,1,4,Compact,5,Manual,Unlimited mileage,131.98
699340901,Fiat 500,1,1,2,Mini,4,Manual,400 miles per rental,92.06
699242306,Ford Focus,1,1,4,Compact,5,Manual,400 miles per rental,110.47
700671878,Ford Focus,1,1,4,Compact,5,Manual,Unlimited mileage,112.61
537142623,Vauxhall Astra,1,1,4,Compact,5,Manual,Unlimited mileage,131.98
711632846,Fiat 500,1,0,2,Mini,4,Manual,Unlimited mileage,100.3
668700381,Fiat 500,1,1,2,Mini,4,Manual,Unlimited mileage,100.3
713364951,Nissan Qashqai,1,1,4,Intermediate,5,Manual,Unlimited mileage,197.25
743014606,Volvo XC40,1,1,5,Standard,5,Automatic,Unlimited mileage,377.96
700717048,Vauxhall Corsa,1,1,4,Economy,4,Manual,Unlimited mileage,95.76
738556376,Volvo XC40,1,1,5,Standard,5,Automatic,Unlimited mileage,248.18
712343161,Vauxhall Corsa,1,1,2,Economy,4,Manual,Unlimited mileage,114.68
712412361,Toyota Aygo,1,1,2,Mini,4,Manual,Unlimited mileage,104.43
712381201,Nissan Qashqai   ,1,1,4,Intermediate,5,Automatic,Unlimited mileage,206.77
668705231,Hyundai Tucson,1,1,5,Standard,5,Manual,Unlimited mileage,164.97
710807096,Hyundai Tucson,1,1,4,Standard,5,Manual,Unlimited mileage,164.97
713358351,Nissan Qashqai   ,1,1,4,Intermediate,5,Automatic,Unlimited mileage,237.59
700948158,Fiat 500,1,1,2,Mini,4,Manual,Unlimited mileage,93.96
740451651,Tesla Model 3,1,1,4,Full-size,5,Automatic,600 miles per rental,153.07
732373806,Peugeot e-208 GPS,1,1,4,Economy,5,Automatic,200 miles per rental,109.58
627374093,Peugeot 208,1,1,4,Economy,5,Manual,Unlimited mileage,125.37
668690291,Volkswagen Polo,1,1,4,Economy,5,Manual,Unlimited mileage,125.37
723949466,Audi Q3,1,1,4,Premium,5,Automatic,450 miles per rental,326.96
723939191,Volkswagen T-Cross,1,1,4,Compact,5,Manual,450 miles per rental,143.98
728723251,Seat Alhambra,1,1,4,Full-size,7,Automatic,200 miles per rental,915.0
691529356,Seat Leon Estate,1,1,4,Compact,5,Manual,200 miles per rental,129.02
627374038,Volkswagen Golf,1,1,4,Compact,5,Manual,Unlimited mileage,145.17
668687866,Volkswagen Golf,1,1,5,Compact,5,Manual,Unlimited mileage,145.17
627374058,Mercedes C-Class,1,1,5,Premium,5,Automatic,Unlimited mileage,374.24
671144766,Mercedes C-Class,1,1,4,Premium,5,Automatic,Unlimited mileage,374.24
712423811,Mercedes C-Class,1,1,5,Premium,5,Automatic,Unlimited mileage,564.63
723941471,Fiat 500,1,1,2,Economy,4,Manual,450 miles per rental,122.98
723939951,Peugeot 308,1,1,4,Compact,5,Manual,450 miles per rental,131.98
723937671,Audi A1,1,1,2,Compact,4,Manual,450 miles per rental,133.99
691529446,Honda CR-V,1,1,4,Intermediate,5,Automatic,200 miles per rental,196.11
738541856,Mazda MX-30,1,1,4,Compact,5,Automatic,Unlimited mileage,217.12
739428971,Vauxhall Mokka-e,1,1,4,Compact,5,Automatic,Unlimited mileage,217.12
691529341,Seat Leon,1,1,4,Compact,5,Automatic,200 miles per rental,135.54
728007666,Mercedes C-Class,1,1,5,Premium,5,Automatic,Unlimited mileage,582.1
738593606,Mazda MX-30,1,1,4,Compact,5,Automatic,Unlimited mileage,261.35
691529541,Kia Stonic,1,1,4,Compact,5,Automatic,200 miles per rental,156.09
723947946,Audi Q5,1,1,5,Luxury,5,Automatic,450 miles per rental,366.98
743084806,Vauxhall Mokka,1,1,4,Intermediate,5,Manual,Unlimited mileage,184.78
691529371,Kia Rio,1,1,4,Economy,5,Automatic,200 miles per rental,134.19
728723221,Volkswagen Golf,1,1,4,Compact,5,Automatic,200 miles per rental,133.75
745204666,Ford Focus,1,1,3,Compact,5,Automatic,200 miles per rental,134.38
723938431,Volkswagen Polo,1,1,4,Economy,5,Manual,450 miles per rental,124.99
741205406,MG ZS,1,1,5,Compact,5,Automatic,Unlimited mileage,231.42
738527336,Mazda MX-30,1,1,4,Compact,5,Automatic,Unlimited mileage,227.49
712339161,Vauxhall Corsa,1,1,2,Economy,4,Automatic,Unlimited mileage,148.11
739463806,Vauxhall Mokka-e,1,1,4,Compact,5,Automatic,Unlimited mileage,249.48
723949086,Audi A5,1,1,5,Premium,5,Automatic,450 miles per rental,254.98
732371316,Kia e-Niro,1,1,5,Intermediate,5,Automatic,200 miles per rental,160.67
712354991,Vauxhall Corsa,1,1,4,Economy,4,Automatic,Unlimited mileage,152.75
742557831,Peugeot 3008,1,1,4,Intermediate,5,Manual,Unlimited km,250.0
723950986,Skoda Karoq,1,1,4,Intermediate,5,Manual,450 miles per rental,206.96
747757236,Tesla Model Y,1,1,4,Premium,5,Automatic,450 miles per rental,324.96
723952886,Mercedes GLE,1,1,5,Luxury,5,Automatic,450 miles per rental,402.96
712393031,Mercedes E-Class,1,1,5,Luxury,5,Automatic,Unlimited mileage,577.48
728723206,Volkswagen Polo,1,1,4,Economy,5,Automatic,200 miles per rental,133.12
713251051,Vauxhall Corsa,1,1,2,Economy,4,Manual,Unlimited mileage,158.15
728723211,Ford Fiesta,1,1,4,Economy,5,Automatic,200 miles per rental,132.5
723944906,Peugeot 3008,1,1,4,Intermediate,5,Manual,450 miles per rental,191.96
723942626,Audi Q3   ,1,1,4,Intermediate,5,Automatic,450 miles per rental,278.98
732064366,Volkswagen ID.3,1,1,5,Compact,5,Automatic,200 miles per rental,150.21
723944146,Skoda Octavia,1,1,5,Intermediate,5,Manual,450 miles per rental,160.99
728120601,Mercedes E-Class,1,1,5,Luxury,5,Automatic,Unlimited mileage,595.33
723945666,BMW 1 Series,1,1,4,Compact,5,Manual,450 miles per rental,152.96
723944526,Peugeot 3008,1,1,4,Intermediate,5,Automatic,450 miles per rental,230.99
732370086,Hyundai IONIQ,1,1,4,Intermediate,5,Automatic,200 miles per rental,163.94
728057206,Toyota Aygo,1,1,2,Mini,4,Manual,Unlimited mileage,155.0
713207411,Ford Focus,1,1,4,Compact,5,Manual,Unlimited mileage,164.58
738512816,Nissan Leaf,1,1,4,Compact,5,Automatic,Unlimited mileage,171.44
713196471,Ford Focus,1,1,4,Compact,5,Automatic,Unlimited mileage,197.25
742557811,Vauxhall Astra,1,1,4,Compact,5,Manual,Unlimited km,197.5
738611426,Nissan Leaf,1,1,4,Compact,5,Automatic,Unlimited mileage,216.97
723938811,Volkswagen T-Cross,1,1,4,Compact,5,Automatic,450 miles per rental,189.97
723943766,Skoda Octavia,1,1,4,Intermediate,5,Automatic,450 miles per rental,193.99
723950606,Citroen C5 Aircross,1,1,5,Standard,5,Manual,450 miles per rental,190.98
742557816,Ford Fiesta,1,1,4,Economy,5,Manual,Unlimited km,182.5
723950226,BMW 2 Series,1,1,4,Standard,5,Automatic,450 miles per rental,219.98
713315721,Vauxhall Corsa,1,1,4,Economy,4,Automatic,Unlimited mileage,193.28
713244621,Vauxhall Corsa,1,1,2,Economy,4,Automatic,Unlimited mileage,187.36
723941866,BMW 3 Series,1,1,4,Full-size,5,Automatic,450 miles per rental,234.97
742557806,Kia Ceed,1,1,4,Compact,5,Automatic,Unlimited km,240.0
627374008,Citroen C4,1,1,4,Compact,5,Automatic,Unlimited mileage,231.42
723939571,Peugeot 308,1,1,4,Compact,5,Automatic,450 miles per rental,173.96
723937291,Mini Cooper,1,1,5,Compact,5,Automatic,450 miles per rental,177.96
723938051,Volkswagen Polo,1,1,4,Economy,5,Automatic,450 miles per rental,165.98
723945286,BMW 1 Series,1,1,4,Compact,5,Automatic,450 miles per rental,184.98
745204711,Volkswagen Passat,1,1,4,Standard,5,Automatic,200 miles per rental,211.25
730415966,Mercedes A-Class,1,1,4,Compact,5,Automatic,Unlimited mileage,356.4
730409136,Mercedes A-Class,1,1,4,Compact,5,Automatic,Unlimited mileage,356.4
712323801,Mercedes A-Class,1,1,4,Compact,5,Automatic,Unlimited mileage,513.3
713214051,Mercedes A-Class,1,1,4,Compact,5,Automatic,Unlimited mileage,529.18
734457736,Renault Twingo,1,0,2,Mini,4,Manual,Unlimited km,116.61
734457666,Peugeot 308,1,1,4,Compact,5,Manual,Unlimited km,144.7
641524391,Renault Clio,1,1,5,Economy,5,Manual,500 kilometres per rental,144.7
736379621,Fiat 500,1,1,2,Mini,4,Manual,Unlimited km,135.32
641524366,Peugeot 2008,1,1,4,Compact,5,Manual,500 kilometres per rental,154.94
641418121,Fiat 500,1,1,4,Mini,4,Manual,Unlimited km,132.31
641418141,Renault Clio,1,1,5,Economy,5,Manual,Unlimited km,152.33
641524371,Fiat 500,1,1,4,Mini,4,Manual,500 kilometres per rental,124.7
641418116,Peugeot 2008,1,1,4,Compact,5,Manual,Unlimited km,163.1
741041006,Peugeot 308,1,1,4,Compact,5,Manual,Unlimited km,169.87
734457706,Opel Insignia,1,1,4,Intermediate,5,Automatic,Unlimited km,184.39
734457661,Peugeot 308,1,1,4,Compact,5,Automatic,Unlimited km,175.58
747390596,Volvo XC60,1,1,4,Premium,5,Automatic,500 kilometres per rental,245.83
737841661,Fiat 500e,1,1,2,Economy,4,Automatic,440 kilometres per rental,158.55
741051816,Opel Corsa,1,1,4,Economy,4,Manual,Unlimited km,168.15
731123366,Hyundai Kona,1,1,4,Compact,5,Automatic,500 kilometres per rental,164.59
741044946,Opel Mokka,1,1,4,Compact,5,Manual,Unlimited km,178.32
741069571,Renault Twingo,1,1,4,Mini,4,Manual,Unlimited km,150.75
731068656,Peugeot e-208,1,1,4,Economy,5,Automatic,500 kilometres per rental,161.21
741063661,Nissan Qashqai,1,1,4,Intermediate,5,Manual,Unlimited km,223.87
737811871,Hyundai Kona GPS,1,1,4,Compact,5,Automatic,440 kilometres per rental,171.46
743637631,Volkswagen ID.4,1,1,5,Standard,5,Automatic,500 kilometres per rental,218.98
734457721,Nissan Qashqai   ,1,1,4,Intermediate,5,Manual,Unlimited km,221.62
640467973,Peugeot 308,1,1,4,Compact,5,Manual,500 kilometres per rental,181.58
641418106,Citroen C4,1,1,4,Compact,5,Automatic,Unlimited km,187.73
729179106,Opel Corsa,1,1,4,Economy,5,Manual,Unlimited km,175.08
734457756,Nissan X-Trail,1,1,5,Standard,5,Manual,Unlimited km,228.29
734457746,Opel Insignia,1,1,4,Standard,5,Automatic,Unlimited km,189.64
729179131,Fiat 500,1,1,4,Mini,4,Manual,Unlimited km,155.09
737926196,Peugeot e-208,1,1,2,Economy,4,Automatic,440 kilometres per rental,167.94
741043961,Opel Mokka,1,1,4,Compact,5,Automatic,Unlimited km,207.88
674679586,Fiat 500,1,1,2,Mini,4,Manual,500 kilometres per rental,161.18
741079706,Nissan X-Trail,1,1,5,Standard,5,Manual,Unlimited km,230.58
670482576,Peugeot 308 Estate,1,1,4,Compact,5,Manual,500 kilometres per rental,170.45
741070556,Mercedes C-Class,1,1,4,Premium,5,Automatic,500 kilometres per rental,252.32
732612826,Fiat 500e,1,1,2,Mini,4,Automatic,500 kilometres per rental,152.21
675533041,Peugeot 308 Estate,1,1,4,Compact,5,Manual,Unlimited km,179.4
741081391,Opel Vivaro,1,1,4,Standard,9,Manual,500 kilometres per rental,377.96
734457761,Opel Vivaro,1,1,4,Standard,9,Manual,500 kilometres per rental,377.96
741078436,Nissan X-Trail   ,1,1,4,Standard,5,Automatic,Unlimited km,239.54
674686621,Peugeot 208,1,1,4,Economy,5,Manual,500 kilometres per rental,177.16
734457716,Nissan Qashqai   ,1,1,4,Intermediate,5,Automatic,Unlimited km,232.72
739535556,Volkswagen ID.3,1,1,4,Compact,5,Automatic,500 kilometres per rental,185.96
741062676,Nissan Qashqai,1,1,4,Intermediate,5,Automatic,Unlimited km,235.08
741061691,Opel Insignia,1,1,4,Intermediate,5,Automatic,Unlimited km,211.93
729179116,Peugeot 2008,1,1,4,Economy,5,Manual,Unlimited km,185.09
747396066,Volvo XC60,1,1,4,Premium,5,Automatic,500 kilometres per rental,282.57
741040021,Peugeot 308,1,1,4,Compact,5,Automatic,Unlimited km,201.85
729179076,Ford Kuga,1,1,4,Intermediate,5,Manual,Unlimited km,239.33
741075481,Opel Insignia,1,1,4,Standard,5,Automatic,Unlimited km,217.97
741046916,Fiat 500,1,1,2,Mini,4,Manual,Unlimited km,163.77
734457776,Peugeot e-208,1,1,5,Economy,5,Automatic,Unlimited km,189.64
712974021,Nissan Qashqai,1,1,4,Intermediate,5,Manual,Unlimited km,311.75
712974066,Nissan X-Trail,1,1,4,Standard,5,Manual,Unlimited km,319.2
734457751,Opel Insignia,1,1,4,Standard,5,Manual,Unlimited km,226.01
729179071,Peugeot 3008,1,1,4,Intermediate,5,Automatic,Unlimited km,263.26
640467983,Volkswagen Golf,1,1,5,Compact,5,Manual,500 kilometres per rental,208.57
741051731,Opel Corsa GPS,1,1,4,Economy,4,Automatic,Unlimited km,199.83
713247886,Opel Mokka,1,1,5,Intermediate,5,Automatic,Unlimited km,283.48
741076466,Opel Insignia,1,1,5,Standard,5,Manual,Unlimited km,228.27
734457781,Hyundai Kona,1,1,5,Compact,5,Automatic,Unlimited km,243.81
737896406,Citroen Seres 3 GPS,1,1,4,Intermediate,5,Automatic,440 kilometres per rental,242.1
729179111,Renault Captur,1,1,4,Compact,5,Automatic,Unlimited km,215.78
640467963,Audi A1 Sportback,1,1,2,Compact,4,Manual,500 kilometres per rental,214.58
640467978,Peugeot 308,1,1,4,Compact,5,Automatic,500 kilometres per rental,218.56
733082066,Fiat 500e Electric,1,1,2,Economy,4,Automatic,Unlimited km,202.46
741041991,Hyundai Kona,1,1,5,Compact,5,Automatic,Unlimited km,246.25
712973961,Opel Mokka,1,1,4,Compact,5,Manual,Unlimited km,250.64
718760946,Peugeot 308,1,1,4,Compact,5,Manual,Unlimited km,241.25
729179086,Volkswagen Sharan,1,1,4,Full-size,7,Manual,Unlimited km,677.26
693471741,BMW X1,1,1,5,Full-size,5,Automatic,500 kilometres per rental,325.36
737468281,Volkswagen ID.4,1,1,5,Intermediate,5,Automatic,500 kilometres per rental,232.39
671827916,Opel Crossland,1,1,4,Compact,5,Manual,Unlimited km,234.26
732294156,Fiat 500e,1,1,2,Economy,4,Automatic,Unlimited km,213.13
741049871,Peugeot e-208,1,1,5,Economy,5,Automatic,Unlimited km,217.97
618641161,Toyota Yaris,1,1,4,Economy,5,Manual,500 kilometres per rental,190.2
711556416,Toyota Yaris,1,1,5,Economy,5,Manual,440 kilometres per rental,198.62
636427656,Dacia Sandero,1,1,4,Economy,5,Manual,Unlimited km,223.44
709893696,Toyota Aygo,1,1,2,Mini,4,Manual,500 kilometres per rental,178.2
704033858,Audi A5,1,1,5,Premium,5,Automatic,500 kilometres per rental,331.58
736147726,Volkswagen T-Roc,1,1,4,Compact,5,Automatic,500 kilometres per rental,251.57
638110503,Renault Captur,1,1,4,Compact,5,Manual,Unlimited km,246.6
711532181,Fiat 500,1,1,2,Mini,4,Manual,440 kilometres per rental,186.14
638110518,Toyota ProAce,1,1,5,Standard,9,Manual,Unlimited km,677.26
729179081,Peugeot 308 Estate,1,1,4,Compact,5,Manual,Unlimited km,203.57
712974016,Nissan Qashqai,1,1,4,Intermediate,5,Automatic,Unlimited km,324.2
671893691,Peugeot 3008,1,1,4,Intermediate,5,Manual,Unlimited km,329.32
636427661,Renault Arkana,1,1,4,Intermediate,5,Automatic,Unlimited km,329.32
641418136,Volkswagen Sharan,1,1,4,Full-size,7,Manual,Unlimited km,589.22
671886466,Renault Trafic,1,1,4,Full-size,9,Manual,Unlimited km,643.39
640467993,Peugeot 3008,1,1,4,Intermediate,5,Manual,500 kilometres per rental,242.77
640468033,Mercedes C-Class,1,1,4,Full-size,5,Automatic,500 kilometres per rental,320.18
665163846,Renault Clio,1,1,4,Economy,5,Manual,Unlimited km,235.2
712974061,Nissan X-Trail,1,1,4,Standard,5,Automatic,Unlimited km,329.15
712973991,Opel Corsa,1,1,4,Economy,4,Manual,Unlimited km,239.34
702112693,Peugeot 2008,1,1,4,Compact,5,Automatic,Unlimited km,274.43
652130788,Mercedes E-Class,1,1,4,Luxury,5,Automatic,500 kilometres per rental,363.56
671798561,Toyota Aygo X,1,1,3,Mini,4,Manual,Unlimited km,198.5
669319831,Toyota C-HR GPS,1,1,4,Intermediate,5,Automatic,500 kilometres per rental,284.59
712024131,Toyota C-HR GPS,1,1,5,Intermediate,5,Automatic,440 kilometres per rental,298.17
712974056,Opel Insignia,1,1,5,Standard,5,Manual,Unlimited km,316.64
733080641,Peugeot e-2008,1,1,5,Compact,5,Automatic,Unlimited km,260.71
712974051,Opel Insignia,1,0,4,Standard,5,Automatic,Unlimited km,305.19
712974071,Opel Vivaro,1,1,4,Standard,9,Manual,500 kilometres per rental,503.96
672783661,Fiat 500,1,1,3,Mini,4,Manual,Unlimited km,208.94
712974011,Opel Insignia,1,1,4,Intermediate,5,Automatic,Unlimited km,287.97
731384511,Tesla Model 3,1,1,4,Premium,5,Automatic,500 kilometres per rental,301.01
726253176,Citroen DS7 Hybrid,1,1,5,Premium,5,Automatic,500 kilometres per rental,387.98
731178666,Renault  Megane E-Tech,1,1,4,Compact,5,Automatic,Unlimited km,274.43
640467998,Peugeot 3008,1,1,5,Intermediate,5,Automatic,500 kilometres per rental,266.76
713226086,Volkswagen Golf,1,1,4,Compact,5,Automatic,Unlimited km,276.78
640468018,Peugeot 508,1,1,4,Standard,5,Automatic,500 kilometres per rental,277.76
747397271,Volvo XC60,1,1,4,Premium,5,Automatic,500 kilometres per rental,397.97
638110528,Toyota  Yaris Cross,1,1,4,Compact,5,Automatic,Unlimited km,288.86
735067331,Tesla Model Y,1,1,4,Premium,5,Automatic,500 kilometres per rental,315.0
731665781,Hyundai Kona,1,1,5,Compact,5,Automatic,Unlimited km,326.11
712974041,Mercedes C-Class,1,1,4,Premium,5,Automatic,500 kilometres per rental,364.35
736387976,Fiat 500,1,1,2,Mini,4,Manual,Unlimited km,234.47
735726821,BMW 1 Series,1,1,4,Compact,5,Automatic,500 kilometres per rental,274.57
742635601,Audi Q2,1,1,4,Intermediate,5,Automatic,500 kilometres per rental,328.99
729971851,Peugeot 208   ,1,1,4,Economy,5,Automatic,Unlimited km,271.69
729955541,Renault Grand Scenic,1,1,4,Intermediate,7,Manual,Unlimited km,840.0
638110558,MG EHS,1,1,4,Intermediate,5,Automatic,Unlimited km,346.63
670172456,Nissan Qashqai,1,1,4,Intermediate,5,Manual,Unlimited km,346.63
718855266,Mazda 2,1,1,4,Economy,5,Automatic,Unlimited km,285.98
729968531,Volvo  XC40,1,1,4,Standard,5,Automatic,Unlimited km,395.18
641418111,Renault Grand Scenic,1,1,4,Intermediate,5+2,Manual,Unlimited km,840.0
741066616,Peugeot 5008,1,1,5,Intermediate,5+2,Automatic,Unlimited km,586.32
712974031,Peugeot 5008,1,1,5,Intermediate,5+2,Automatic,Unlimited km,714.46
712974036,Peugeot 5008,1,1,5,Intermediate,5+2,Manual,Unlimited km,629.5
731031571,Peugeot e-208,1,1,5,Economy,5,Automatic,Unlimited km,294.69
729792511,Mercedes CLA,1,1,4,Premium,5,Automatic,Unlimited km,415.96
741067601,Peugeot 5008,1,1,4,Intermediate,5+2,Manual,Unlimited km,509.85
665436111,Citroen DS7,1,1,5,Standard,5,Automatic,500 kilometres per rental,399.79
704028173,Audi A6 Avant Estate,1,1,5,Luxury,5,Automatic,500 kilometres per rental,787.56
640468153,BMW X5 4x4,1,1,5,Special,5,Automatic,500 kilometres per rental,615.76
693481296,BMW X3,1,1,4,Luxury,5,Automatic,500 kilometres per rental,513.78
729978681,Citroen DS7,1,1,5,Standard,5,Automatic,Unlimited km,559.84
693462981,BMW 4 Series,1,1,2,Luxury,4,Automatic,500 kilometres per rental,574.38
745229176,Mazda  CX-60,1,1,4,Compact,5,Automatic,Unlimited km,589.27
729809841,Renault Megane Estate,1,1,4,Compact,5,Manual,Unlimited km,339.7
640468143,Toyota Corolla Estate,1,1,4,Compact,5,Automatic,500 kilometres per rental,571.56
640467988,Toyota Corolla Estate,1,1,4,Compact,5,Manual,500 kilometres per rental,520.56
729137781,Opel Corsa,1,1,4,Economy,5,Manual,Unlimited km,85.99
670201351,Citroen C3,1,1,4,Economy,5,Manual,Unlimited km,85.99
729137401,Toyota Aygo,1,1,4,Mini,4,Manual,Unlimited km,85.99
601584733,Peugeot 2008,1,1,5,Compact,5,Manual,Unlimited km,105.0
607031878,Ford Focus,1,1,4,Compact,5,Manual,400 kilometres per rental,104.27
614822451,Ford Focus,1,1,4,Compact,5,Manual,400 kilometres per rental,104.57
614822401,Ford Fiesta,1,1,4,Economy,4,Manual,400 kilometres per rental,92.37
623140716,Ford Fiesta,1,1,4,Economy,4,Manual,400 kilometres per rental,92.96
729138541,Peugeot 3008,1,0,4,Intermediate,5,Manual,Unlimited km,130.0
729138066,Toyota Yaris,1,1,4,Economy,5,Automatic,Unlimited km,107.0
670201696,Opel Corsa   ,1,1,4,Economy,5,Automatic,Unlimited km,107.0
607005053,Ford Focus,1,1,4,Compact,5,Manual,400 kilometres per rental,113.69
623139326,Ford Fiesta,1,1,4,Economy,4,Manual,400 kilometres per rental,100.41
722232976,Toyota Aygo,1,1,4,Mini,4,Manual,400 kilometres per rental,92.37
714372166,Suzuki Vitara,1,1,5,Intermediate,5,Manual,400 kilometres per rental,136.46
607031863,Toyota Aygo,1,1,4,Mini,4,Manual,400 kilometres per rental,92.96
714480516,Suzuki Vitara,1,1,4,Intermediate,5,Manual,400 kilometres per rental,136.5
714365626,Mitsubishi Space Star,1,1,4,Economy,4,Manual,400 kilometres per rental,115.44
714479886,Opel Corsa,1,1,4,Economy,4,Manual,400 kilometres per rental,115.48
714399586,Kia Sportage,1,1,5,Standard,5,Manual,400 kilometres per rental,161.03
714481341,Kia Sportage,1,1,4,Standard,5,Manual,400 kilometres per rental,161.07
607031883,Ford Fiesta  ,1,1,4,Economy,4,Automatic,400 kilometres per rental,114.3
714360571,Kia Ceed,1,1,4,Compact,5,Manual,400 kilometres per rental,125.96
714478686,Seat Leon,1,1,5,Compact,5,Manual,400 kilometres per rental,126.0
744081676,Polestar 2,1,1,5,Premium,5,Automatic,600 kilometres per rental,143.98
607005028,Toyota Aygo,1,1,4,Mini,4,Manual,400 kilometres per rental,100.41
714481191,Mazda 6,1,1,4,Standard,5,Manual,400 kilometres per rental,150.13
714395356,Opel Insignia,1,1,4,Standard,5,Manual,400 kilometres per rental,150.11
744079621,Polestar 2,1,1,5,Premium,5,Automatic,600 kilometres per rental,163.47
714380701,Kia Picanto,1,1,4,Mini,4,Manual,400 kilometres per rental,104.96
714370036,Opel Mokka,1,1,4,Intermediate,5,Manual,400 kilometres per rental,136.46
714480366,Mazda CX-3,1,1,4,Intermediate,5,Manual,400 kilometres per rental,136.5
662338203,Peugeot 3008,1,1,5,Intermediate,5,Manual,Unlimited km,197.0
662338023,Peugeot 2008,1,1,4,Compact,5,Manual,Unlimited km,161.99
742626821,Volvo XC40,1,1,4,Standard,5,Automatic,Unlimited km,200.0
714480891,Fiat Panda,1,1,4,Mini,4,Manual,400 kilometres per rental,110.25
607005058,Ford Fiesta  ,1,1,4,Economy,4,Automatic,400 kilometres per rental,125.5
669533051,Nissan Qashqai   ,1,1,4,Intermediate,5,Automatic,Unlimited km,206.0
669465296,Opel Corsa,1,1,4,Economy,5,Manual,Unlimited km,156.01
607031858,Nissan Qashqai,1,1,4,Intermediate,5,Manual,400 kilometres per rental,143.98
714479256,Volvo V40,1,1,4,Compact,5,Manual,400 kilometres per rental,151.18
714360871,Mazda 3,1,1,4,Compact,5,Manual,400 kilometres per rental,151.16
623755096,Nissan Qashqai,1,1,4,Standard,5,Manual,400 kilometres per rental,197.97
748027071,Jaguar I-Pace,1,1,5,Luxury,5,Automatic,400 kilometres per rental,267.98
698594731,Audi Q2,1,1,4,Intermediate,5,Automatic,400 kilometres per rental,202.18
698594681,Opel Mokka,1,1,4,Compact,5,Manual,400 kilometres per rental,155.29
662338833,Toyota C-HR,1,1,4,Compact,5,Automatic,Unlimited km,175.0
699762816,Nissan Qashqai   ,1,1,4,Intermediate,5,Manual,400 kilometres per rental,190.9
748025541,Tesla Model 3,1,1,4,Premium,5,Automatic,400 kilometres per rental,209.98
714371101,Suzuki Vitara,1,1,4,Intermediate,5,Automatic,400 kilometres per rental,217.2
698647776,Audi Q2,1,1,4,Intermediate,5,Automatic,400 kilometres per rental,206.97
614822421,Opel Mokka,1,1,4,Intermediate,5,Manual,400 kilometres per rental,150.43
670206581,Nissan Qashqai,1,1,4,Intermediate,5,Automatic,Unlimited km,217.0
607005018,Nissan Qashqai,1,1,4,Intermediate,5,Manual,400 kilometres per rental,163.47
714480441,Suzuki Vitara,1,1,4,Intermediate,5,Automatic,400 kilometres per rental,230.41
714399336,Kia Sportage,1,1,4,Standard,5,Automatic,400 kilometres per rental,236.96
623737846,Opel Mokka,1,1,4,Compact,5,Manual,400 kilometres per rental,162.97
729233751,Toyota Aygo,1,1,4,Mini,4,Manual,Unlimited km,153.0
601584713,Opel Astra Estate,1,1,4,Compact,5,Manual,Unlimited km,166.0
669490186,Toyota Yaris,1,1,4,Economy,5,Automatic,Unlimited km,175.0
669765976,BMW X1,1,1,5,Standard,5,Automatic,400 kilometres per rental,258.98
601584718,Toyota C-HR,1,1,4,Compact,5,Automatic,Unlimited km,197.0
623225296,Volvo V40,1,1,4,Compact,5,Automatic,400 kilometres per rental,166.34
623125081,Renault Captur,1,1,4,Compact,5,Automatic,400 kilometres per rental,169.16
648685053,BMW 3 Series,1,1,4,Full-size,5,Automatic,400 kilometres per rental,241.98
748017891,Kia e-Niro,1,1,5,Compact,5,Automatic,400 kilometres per rental,184.98
628276061,Nissan Micra,1,1,4,Economy,5,Manual,400 kilometres per rental,156.99
714481266,Kia Sportage,1,1,4,Standard,5,Automatic,400 kilometres per rental,251.37
